Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_sgd
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,1489.93
HP,15-bw007nv,Notebook,15.6,1920x1080,AMD,6,128GB SSD,AMD Radeon 530,Windows 10,1.91,893.17
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,970.1
Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25,547.93
Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i3,4,128GB SSD,Intel HD Graphics 620,Windows 10,2.05,989.1
HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel Others,16,512GB SSD,Intel HD Graphics 515,Windows 10,1.16,3085.05
Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M620M,Windows 10,3.4,4708.43
Asus,FX553VD-DM627T,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1317.23
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i5,8,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21,2510.43
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.93,1505.63
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.2,1160.23
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Others,4,500GB HDD,Intel HD Graphics 505,Windows 10,2.2,540.08
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.02,1554.3
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,2921.75
HP,14-am079na,Notebook,14.0,1366x768,Intel Others,8,2TB HDD,Intel HD Graphics 405,Windows 10,1.94,610.73
HP,15-cd005nv,Notebook,15.6,1920x1080,AMD,6,256GB SSD,AMD Radeon 530,Windows 10,1.95,1018.93
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,1303.1
Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.05,1075.45
Mediacom,SmartBook 141,Notebook,14.0,1920x1080,Intel Others,4,32GB SSD,Intel HD Graphics,Windows 10,1.4,390.93
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.24,2928.05
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6,4180.91
MSI,GT73VR Titan,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,4284.53
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon R5 M430,Linux,2.2,1175.95
Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,Intel Others,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.45,610.73
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5,8,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,1583.38
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i3,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.49,1128.83
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,2413.7
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Others,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26,463.15
MSI,GT80S 6QE,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5,3687.93
HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78,2351.86
Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,Intel Core i7,12,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,2626.61
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,n1366x768,Intel Core i7,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.2,956.13
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2778.9
Asus,TP501UA-CJ131T,2 in 1 Convertible,15.6,n1366x768,Intel Core i5,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,1160.23
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD,12,512GB SSD,AMD Radeon 530,Windows 10,2.2,1489.93
Dell,Inspiron 3179,2 in 1 Convertible,11.6,n1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 615,Windows 10,1.39,946.71
Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,2667.43
Lenovo,V320-17ISK,Notebook,17.3,1920x1080,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,No OS,2.8,830.53
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.29,720.63
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,3179.25
Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 630,Windows 10,1.7,2314.18
Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,2621.9
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M620,Windows 10,2.06,2767.91
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1913.83
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,1049.51
Acer,Aspire 1,Notebook,14.0,1920x1080,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.6,516.53
MSI,Laptop MSI,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.14,3452.43
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M420,Linux,2.18,730.05
MSI,GS63VR 7RF,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,3609.43
Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.2,2196.43
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.4,885.48
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 630,Windows 10,2.0,2039.43
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel Others,4,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.6,547.93
Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,Intel Others,32,1TB SSD,Nvidia Quadro M2200M,Windows 10,2.5,7691.43
Dell,Inspiron 7559,Gaming,15.6,1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,1380.05
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,Linux,2.18,696.92
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,Linux,2.25,563.63
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Linux,1.93,1364.33
Asus,FX753VD-GC007T,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,1833.76
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5,4,128GB SSD,AMD Radeon R5 M420,Linux,2.18,893.33
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.84,2180.73
MSI,GT62VR 7RE,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,3560.54
Acer,CB5-132T-C9KK,2 in 1 Convertible,11.6,n1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,595.03
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.31,1764.68
Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.65,2300.05
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,AMD Radeon 530,Windows 10,2.2,1218.32
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,1254.43
HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 7,1.88,1463.24
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2,1411.43
Mediacom,SmartBook 140,Notebook,14.0,1920x1080,Intel Others,2,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,375.23
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 620,No OS,2.2,734.76
Asus,Q304UA-BHI5T11,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,6,1TB HDD,Intel HD Graphics 620,Windows 10,1.5,1003.25
Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,2857.4
Asus,ZenBook 3,Ultrabook,14.0,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,2983.0
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2322.03
Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8,1301.53
Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2,909.03
Asus,X541NA-GO414T,Notebook,15.6,1366x768,Intel Others,8,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,626.43
Asus,VivoBook Pro,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,1423.39
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23,2934.33
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.42,390.93
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,2759.15
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7,16,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,3766.43
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5,1741.13
HP,17-AK091ND,Notebook,17.0,1600x900,AMD,8,1TB HDD,AMD Radeon R5,Windows 10,2.6,817.81
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.14,3846.5
Asus,ROG GL553VE-FY022,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5,1835.33
Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,706.5
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.43,430.18
Acer,Swift 3,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel Graphics 620,Windows 10,1.8,1442.83
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,4080.43
Toshiba,Portege Z30-C-16J,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1904.41
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2486.88
Asus,ROG G701VI,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8,4394.43
Acer,A715-71G-59DH,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,1113.13
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,2276.34
MSI,GL62M 7REX,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1871.13
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,No OS,1.86,572.89
Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,1670.48
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon 530,Windows 10,2.2,1442.83
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,1781.95
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10,3.31,1877.72
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,4941.37
Dell,Latitude E7470,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.56,1929.53
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 500,Windows 10,2.2,657.83
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,839.95
HP,15-ay047nv,Notebook,15.6,1920x1080,Intel Core i3,6,1TB HDD,AMD Radeon R5 M430,Windows 10,2.04,846.23
MSI,GP72VR Leopard,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,2334.23
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,781.86
Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.06,1499.35
HP,15-bs012nv,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon 530,Windows 10,2.1,1169.65
Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1975.06
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD Graphics 520,Linux,2.1,646.84
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252,2932.52
Lenovo,V310-15ISK,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.9,1284.18
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.3,1623.38
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,4,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2,547.93
HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,Intel Core i3,4,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,1097.43
MSI,GP62 7RDX,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,2031.58
Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1781.95
HP,Chromebook X360,2 in 1 Convertible,11.6,n1366x768,Intel Others,8,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,777.15
LG,Gram 15Z975,Ultrabook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,3609.43
Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel Core i5,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2039.43
MSI,GV62M 7RD,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,1566.7
Asus,L502NA-GO052T,Notebook,15.6,1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,657.83
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,3220.07
HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel Core i3,4,256GB SSD,AMD Radeon R5 520,Windows 10,2.5,1097.43
Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,2353.43
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,4417.59
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon 520,Windows 10,1.86,961.8
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,856.7
HP,17-Y002nv,Notebook,17.3,1920x1080,AMD,6,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65,893.33
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 510,Windows 10,2.1,499.26
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,588.75
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,1097.43
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,2995.54
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,4066.3
Toshiba,Satellite Pro,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,1527.61
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,422.33
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,2745.93
Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel Others,4,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,1050.33
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,2946.89
HP,15-bs011nv,Notebook,15.6,1920x1080,Intel Core i7,4,500GB HDD,AMD Radeon 530,Windows 10,2.1,1081.73
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,1285.83
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,AMD,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,626.43
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD,8,1TB HDD,AMD Radeon R7,Windows 10,2.2,673.53
Lenovo,V310-15IKB,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,975.68
Lenovo,V310-15ISK,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,No OS,1.9,706.5
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,1248.15
Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,1568.43
Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18,2912.35
Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1869.87
HP,17-ak002nv,Notebook,17.3,1920x1080,AMD,6,2TB HDD,AMD Radeon 530,Windows 10,2.71,1028.37
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1960.93
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,1709.73
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,Linux,1.98,1139.82
Asus,VivoBook E403NA,Notebook,14.0,1920x1080,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,467.86
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,2239.86
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,1345.6
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1851.03
Lenovo,110-15ACL,Notebook,15.6,1366x768,AMD,4,500GB HDD,AMD Radeon R4,Windows 10,2.19,467.86
Mediacom,Smartbook 142,Notebook,14.0,1920x1200,Intel Others,4,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,416.05
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1884.0
Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,Intel Core i7,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.17,2648.02
HP,Pavilion X360,2 in 1 Convertible,13.3,n1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,1313.46
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2353.43
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,5745.26
MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2117.11
Lenovo,V310-15IKB,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD Graphics 620,No OS,1.9,769.14
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.2,1128.83
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i3,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.71,1018.93
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,AMD Radeon R7 M445,Linux,2.32,925.55
HP,15-BW037na,Notebook,15.6,1920x1080,AMD,4,1TB HDD,AMD Radeon 520,Windows 10,2.1,767.73
Acer,Predator 17,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,3037.95
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.25,1018.93
HP,15-BW091ND,Notebook,15.6,1920x1080,AMD,6,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,1020.5
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,877.63
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,1507.2
Lenovo,V310-15IKB,Notebook,15.6,1920x1080,Intel Core i7,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.85,1223.03
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6,3797.83
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55,1034.63
MSI,GS63VR 7RF,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,3288.33
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,644.96
Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0,1894.99
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.0,1044.05
